user_id,event_timestamp,step,source,target
40607414003355271691742455701016|753575601https://staffing.epam.com/positions/763723988/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=8760000000007482740&position=763723988,1742456126089,1,Employee widget#Menu - availabilityCandidateWidgetTab,Employee widget#Level - Employee sidebar
40607414000075070961742198263178|922880137https://staffing.epam.com/positions/798884771/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=4000741400001203660&position=798884771,1742203286719,4,Employee widget#Menu - availabilityCandidateWidgetTab,Employee widget#Past projects - Show more 
40607414000054331971742550028240|92078336https://staffing.epam.com/positions/799652447/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=4060741400309308861&position=799652447,1742550656123,1,Employee widget#Menu - availabilityCandidateWidgetTab,
40607414000374545281742446234078|396814300https://staffing.epam.com/positions/801060067/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=4060741400437239535&position=801060067,1742446250233,1,Employee widget#Menu - availabilityCandidateWidgetTab,Employee widget#Menu - projectCandidateWidgetTab
40607414004337855591742293432100|1303199548https://staffing.epam.com/positions/798661042/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=4060741400435504215&position=798661042,1742293467190,6,Employee widget#Menu - availabilityCandidateWidgetTab,Employee widget#Menu - workExperienceCandidateWidgetTab
40007414000062303571742471737925|41821672https://staffing.epam.com/positions/797163166/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=8760000000008043665&position=797163166,1742471983892,7,Employee widget#Menu - availabilityCandidateWidgetTab,Employee widget#Menu - workExperienceCandidateWidgetTab
84000000000167776081742498511298|366191692https://staffing.epam.com/positions/800986658/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=8400000000016777608&position=800986658,1742498527096,1,Employee widget#Menu - availabilityCandidateWidgetTab,
40007414000136400191742555491407|373201795https://staffing.epam.com/positions/801450132/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=4060741400448422030&position=801450132,1742555796736,3,Employee widget#Menu - availabilityCandidateWidgetTab,
87600000000000488501742308639648|1541601719https://staffing.epam.com/positions/799090719/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=4060741400008643444&position=799090719,1742315353947,1,Employee widget#Menu - availabilityCandidateWidgetTab,
87600000000003220781742211128974|621261443https://staffing.epam.com/positions/782104276/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=4060741400390389961&position=782104276,1742213038553,4,Employee widget#Menu - availabilityCandidateWidgetTab,Employee widget#Menu - matchAndSkillsCandidateWidgetTab
40607414004202731071742210025432|1925688327https://staffing.epam.com/positions/794694356/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=8760000000008017456&position=794694356,1742210132095,2,Employee widget#Menu - availabilityCandidateWidgetTab,Employee widget#Menu - projectCandidateWidgetTab
87600000000002072571742542735660|1058575390https://staffing.epam.com/positions/798970835/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=4060741400431205181&position=798970835,1742543428593,2,Employee widget#Menu - availabilityCandidateWidgetTab,
87600000000002072571742543701712|454427188https://staffing.epam.com/positions/798965929/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=8760000000004289324&position=798965929,1742543727135,1,Employee widget#Menu - availabilityCandidateWidgetTab,
40006139000000016251742394967728|1835982085https://staffing.epam.com/positions/798797611/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=8760000000008236714&position=798797611,1742397727844,4,Employee widget#Menu - availabilityCandidateWidgetTab,Employee widget#Menu - workExperienceCandidateWidgetTab
87600000000006887711742245957963|209801117https://staffing.epam.com/positions/797155466/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=4060741400382475907&position=797155466,1742372524976,1,Employee widget#Menu - availabilityCandidateWidgetTab,
40607414004230527951742296433103|966450397https://staffing.epam.com/positions/777050079/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=4060741400471811116&position=777050079,1742296440720,1,Employee widget#Menu - availabilityCandidateWidgetTab,Employee widget#Click employee name
40607414000076557261742315141046|1678829048https://staffing.epam.com/positions/797155466/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=4060741400007655726&position=797155466,1742316763787,1,Employee widget#Menu - availabilityCandidateWidgetTab,
87600000000077946451742367307395|1557971035https://staffing.epam.com/positions/800383811/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=8760000000000460802&position=800383811,1742367354275,1,Employee widget#Menu - availabilityCandidateWidgetTab,
40006139000000015691742324226227|70308729https://staffing.epam.com/positions/801298016/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=4060741400383278121&position=801298016,1742324540850,4,Employee widget#Menu - availabilityCandidateWidgetTab,
40607414003771709221742474764461|1537036954https://staffing.epam.com/positions/735034835/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=4060741400007534658&position=735034835,1742559022750,4,Employee widget#Menu - availabilityCandidateWidgetTab,
40607414004472389801742202785091|1934812900https://staffing.epam.com/positions/798777378/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=4060741400475005268&position=798777378,1742203047546,4,Employee widget#Menu - availabilityCandidateWidgetTab,Employee widget#Menu - workExperienceCandidateWidgetTab
87600000000000488501742313057809|2057362889https://staffing.epam.com/positions/799090719/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=4060741400050885896&position=799090719,1742317162549,1,Employee widget#Menu - availabilityCandidateWidgetTab,
40007414000136400191742570281371|908942139https://staffing.epam.com/positions/801448629/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=8760000000000679755&position=801448629,1742570431445,3,Employee widget#Menu - availabilityCandidateWidgetTab,
87600000000084776371742200351849|1829760620https://staffing.epam.com/positions/799191962/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=8760000000007668314&position=799191962,1742201506954,1,Employee widget#Menu - availabilityCandidateWidgetTab,
40607414003382182591742563694938|457697406https://staffing.epam.com/positions/735243789/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=8400000000032020484&position=735243789,1742563805485,4,Employee widget#Menu - availabilityCandidateWidgetTab,
87600000000002002371742197157015|463300383https://staffing.epam.com/positions/788481601/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=4060741400008155445&position=788481601,1742197216329,1,Employee widget#Menu - availabilityCandidateWidgetTab,Employee widget#open contacs
40007414000136400191742555891499|1649778318https://staffing.epam.com/positions/801450132/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=8760000000000247337&position=801450132,1742556056508,2,Employee widget#Menu - availabilityCandidateWidgetTab,
40607414003771709221742546755956|1730673800https://staffing.epam.com/positions/802564679/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=8760000000000715648&position=802564679,1742560999084,8,Employee widget#Menu - availabilityCandidateWidgetTab,
40607414000054331971742422722077|1975260110https://staffing.epam.com/positions/799652447/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=4060741400396885734&position=799652447,1742422785080,1,Employee widget#Menu - availabilityCandidateWidgetTab,
40607414000053667451742207160874|1734703509https://staffing.epam.com/positions/798776658/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=8760000000000549577&position=798776658,1742207198547,1,Employee widget#Menu - availabilityCandidateWidgetTab,
87600000000002072571742542471207|1429481245https://staffing.epam.com/positions/798970835/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=4060741400402576659&position=798970835,1742542534330,2,Employee widget#Menu - availabilityCandidateWidgetTab,Employee widget#Click employee name
40607414003647244261742561370844|296699572https://staffing.epam.com/positions/802214431/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=4060741400364724426&position=802214431,1742569254621,1,Employee widget#Menu - availabilityCandidateWidgetTab,
87600000000007556681742320634147|779983154https://staffing.epam.com/positions/781254482/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=8760000000000755668&position=781254482,1742320665309,3,Employee widget#Menu - availabilityCandidateWidgetTab,Employee widget#Menu - projectCandidateWidgetTab
40607414004100448441742455157850|828278712https://staffing.epam.com/positions/787137095/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=8760000000000461270&position=787137095,1742455225921,2,Employee widget#Menu - availabilityCandidateWidgetTab,Employee widget#open contacs
40607414004289150431742565510246|1135135234https://staffing.epam.com/positions/802726098/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=4060741400432675332&position=802726098,1742565516890,1,Employee widget#Menu - interviewsCandidateWidgetTab,
87600000000019049021742212094966|979873150https://staffing.epam.com/positions/799191577/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=8760000000007641098&position=799191577,1742212161691,2,Employee widget#Menu - interviewsCandidateWidgetTab,
40607414003739631691742312626435|518966676https://staffing.epam.com/positions/797059983/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=4060741400349812684&position=797059983,1742312873662,7,Employee widget#Menu - interviewsCandidateWidgetTab,Employee widget#Menu - availabilityCandidateWidgetTab
40607414003739631691742312626435|518966676https://staffing.epam.com/positions/797059983/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=4060741400349812684&position=797059983,1742312876771,9,Employee widget#Menu - interviewsCandidateWidgetTab,Employee widget#Menu - matchAndSkillsCandidateWidgetTab
40607414004266374671742394843146|1680786420https://staffing.epam.com/positions/798802768/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=4060741400426637467&position=798802768,1742394869554,2,Employee widget#Menu - interviewsCandidateWidgetTab,Employee widget#Menu - projectCandidateWidgetTab
40607414004782720711742473324554|1555063949https://staffing.epam.com/positions/800799212/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=8760000000008560385&position=800799212,1742473363072,1,Employee widget#Menu - interviewsCandidateWidgetTab,Employee widget#interview_card
40007414000136400191742555491407|373201795https://staffing.epam.com/positions/801450132/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=4060741400438648823&position=801450132,1742555837779,1,Employee widget#Menu - interviewsCandidateWidgetTab,Employee widget#interview_card
40607414000348883701742322266406|850182053https://staffing.epam.com/positions/798808981/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=4060741400403624596&position=798808981,1742322339600,1,Employee widget#Menu - interviewsCandidateWidgetTab,
40607414000056284581742460852249|594676410https://staffing.epam.com/positions/801223846/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=8760000000007689018&position=801223846,1742460888742,2,Employee widget#Menu - interviewsCandidateWidgetTab,
40607414004118882091742293311014|1710937826https://staffing.epam.com/positions/793888661/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=8760000000000273497&position=793888661,1742293326853,2,Employee widget#Menu - interviewsCandidateWidgetTab,Employee widget#Click employee name
87600000000005385881742213474182|666869872https://staffing.epam.com/positions/783018141/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=8760000000000221432&position=783018141,1742216836524,2,Employee widget#Menu - interviewsCandidateWidgetTab,Employee widget#Menu - matchAndSkillsCandidateWidgetTab
40607414000355012311742454525935|2099387228https://staffing.epam.com/positions/757169041/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=4000741400014235141&position=757169041,1742454546675,2,Employee widget#Menu - interviewsCandidateWidgetTab,Employee widget#Menu - projectCandidateWidgetTab
40607414000355164151742483164024|1835906756https://staffing.epam.com/positions/659920223/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=4060741400328824852&position=659920223,1742483198839,3,Employee widget#Menu - interviewsCandidateWidgetTab,Employee widget#Menu - workExperienceCandidateWidgetTab
40607414000360854591742220321042|1632353847https://staffing.epam.com/positions/798276552/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=4060741400435453648&position=798276552,1742220535694,3,Employee widget#Menu - interviewsCandidateWidgetTab,Employee widget#interview_card
40007414000136400191742554548987|2002136284https://staffing.epam.com/positions/801450132/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=4060741400468326622&position=801450132,1742554568501,1,Employee widget#Menu - interviewsCandidateWidgetTab,
40607414000092288581742382327043|1805527623https://staffing.epam.com/positions/789823257/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=4060741400321290312&position=789823257,1742382336671,1,Employee widget#Menu - interviewsCandidateWidgetTab,Employee widget#interview_card
40607414000348883701742322266406|850182053https://staffing.epam.com/positions/798808981/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=8760000000000320164&position=798808981,1742322385295,1,Employee widget#Menu - interviewsCandidateWidgetTab,
40607414004266374671742335762603|1828311764https://staffing.epam.com/positions/798802768/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=4060741400426637467&position=798802768,1742336507360,7,Employee widget#Menu - interviewsCandidateWidgetTab,Employee widget#Menu - workExperienceCandidateWidgetTab
87600000000001875301742467392969|1217358796https://staffing.epam.com/positions/797183014/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=8760000000008490840&position=797183014,1742467416208,1,Employee widget#Menu - interviewsCandidateWidgetTab,Employee widget#interview_card
40607414000367961451742293950799|622836201https://staffing.epam.com/positions/778400288/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=4060741400507616718&position=778400288,1742294012079,1,Employee widget#Menu - interviewsCandidateWidgetTab,
40607414004350396341742383737145|1637274551https://staffing.epam.com/positions/801222625/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=4060741400494614805&position=801222625,1742383861632,2,Employee widget#Menu - interviewsCandidateWidgetTab,
40607414004202731071742463289261|1810780928https://staffing.epam.com/positions/801404211/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=8400000000039140401&position=801404211,1742463311003,1,Employee widget#Menu - interviewsCandidateWidgetTab,Employee widget#Menu - matchAndSkillsCandidateWidgetTab
40607414000355012311742199157339|56389835https://staffing.epam.com/positions/794361762/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=4060741400437239535&position=794361762,1742199239956,1,Employee widget#Menu - interviewsCandidateWidgetTab,Employee widget#Menu - interviewsCandidateWidgetTab
40607414000355012311742199157339|56389835https://staffing.epam.com/positions/794361762/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=4060741400437239535&position=794361762,1742199258193,2,Employee widget#Menu - interviewsCandidateWidgetTab,Employee widget#Menu - projectCandidateWidgetTab
40607414000355012311742199157339|56389835https://staffing.epam.com/positions/794361762/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=4060741400437239535&position=794361762,1742199271823,7,Employee widget#Menu - interviewsCandidateWidgetTab,Employee widget#Menu - projectCandidateWidgetTab
40607414003016330461742549219169|556044052https://staffing.epam.com/positions/799022071/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=4060741400007255962&position=799022071,1742563304466,2,Employee widget#Menu - interviewsCandidateWidgetTab,Employee widget#Menu - projectCandidateWidgetTab
40007414000136400191742570281371|908942139https://staffing.epam.com/positions/801236758/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=4060741400474426716&position=801236758,1742571309411,3,Employee widget#Menu - interviewsCandidateWidgetTab,Employee widget#Menu - projectCandidateWidgetTab
40006139000000016251742469835942|246438722https://staffing.epam.com/positions/801101598/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=4060741400323269455&position=801101598,1742469861217,2,Employee widget#Menu - interviewsCandidateWidgetTab,
40607414000073512241742546016098|695367150https://staffing.epam.com/positions/802378486/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=4060741400501873423&position=802378486,1742546398671,1,Employee widget#Menu - interviewsCandidateWidgetTab,
40607414003355394831742204791798|1035553088https://staffing.epam.com/positions/800378391/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=4000741400011719476&position=800378391,1742204815582,2,Employee widget#Menu - interviewsCandidateWidgetTab,Employee widget#Menu - matchAndSkillsCandidateWidgetTab
40007414000136400191742570281371|908942139https://staffing.epam.com/positions/801236758/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=8760000000000356833&position=801236758,1742571070691,2,Employee widget#Menu - interviewsCandidateWidgetTab,Employee widget#Menu - projectCandidateWidgetTab
40607414000073173011742365686163|1062035757https://staffing.epam.com/positions/738669704/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=8760000000007647996&position=738669704,1742367016038,1,Employee widget#Menu - interviewsCandidateWidgetTab,
40607414004266374671742441954280|420822844https://staffing.epam.com/positions/798802768/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=4060741400426637467&position=798802768,1742441974064,2,Employee widget#Menu - interviewsCandidateWidgetTab,Employee widget#Menu - workExperienceCandidateWidgetTab
40607414004775462231742545213448|134372631https://staffing.epam.com/positions/801640322/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=8760000000006414778&position=801640322,1742545757652,7,Employee widget#Menu - interviewsCandidateWidgetTab,Employee widget#Menu - projectCandidateWidgetTab
87600000000001926201742214395443|1879272869https://staffing.epam.com/positions/794022884/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=8760000000000295543&position=794022884,1742214537815,2,Employee widget#Menu - interviewsCandidateWidgetTab,
40607414000355164151742483164024|1835906756https://staffing.epam.com/positions/659920223/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=8760000000000170424&position=659920223,1742485488469,1,Employee widget#Menu - interviewsCandidateWidgetTab,Employee widget#Menu - interviewsCandidateWidgetTab
40607414000355164151742483164024|1835906756https://staffing.epam.com/positions/659920223/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=8760000000000170424&position=659920223,1742485498600,2,Employee widget#Menu - interviewsCandidateWidgetTab,Employee widget#Menu - projectCandidateWidgetTab
40007414000136400191742554357352|659755640https://staffing.epam.com/positions/801450132/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=4060741400468326622&position=801450132,1742554486895,2,Employee widget#Menu - interviewsCandidateWidgetTab,
40607414003844911631742295566710|149997396https://staffing.epam.com/positions/800788650/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=4060741400333206785&position=800788650,1742295667135,1,Employee widget#Menu - interviewsCandidateWidgetTab,
87600000000001185031742207476394|1611303311https://staffing.epam.com/positions/797212275/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=4060741400463345902&position=797212275,1742207607981,2,Employee widget#Menu - interviewsCandidateWidgetTab,Employee widget#Menu - projectCandidateWidgetTab
40607414000061424321742450834300|1364045568https://staffing.epam.com/positions/792484964/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=8760000000007748382&position=792484964,1742450918453,2,Employee widget#Menu - interviewsCandidateWidgetTab,Employee widget#interview_card
40607414000355012311742199157339|56389835https://staffing.epam.com/positions/797391480/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=8760000000008729450&position=797391480,1742199173618,2,Employee widget#Menu - interviewsCandidateWidgetTab,Employee widget#Menu - projectCandidateWidgetTab
40607414003169638811742313721136|47652071https://staffing.epam.com/positions/770491047/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=4060741400323269455&position=770491047,1742313809952,1,Employee widget#Menu - interviewsCandidateWidgetTab,
40607414003537374371742478876737|1729475162https://staffing.epam.com/positions/782598677/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=8760000000000695606&position=782598677,1742482537619,1,Employee widget#Menu - interviewsCandidateWidgetTab,
40007414000136400191742554959437|249914522https://staffing.epam.com/positions/801450132/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=4060741400452703166&position=801450132,1742554984888,2,Employee widget#Menu - interviewsCandidateWidgetTab,
40607414000092288581742377044964|1025166731https://staffing.epam.com/positions/789823257/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=8760000000000655285&position=789823257,1742390057704,1,Employee widget#Menu - interviewsCandidateWidgetTab,
40607414000061424321742485916470|200007574https://staffing.epam.com/positions/790015193/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=8760000000007553957&position=790015193,1742487063864,3,Employee widget#Menu - interviewsCandidateWidgetTab,Employee widget#interview_card
87600000000005145811742385468410|975708607https://staffing.epam.com/positions/792049308/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=8760000000006990706&position=792049308,1742385625298,2,Employee widget#Menu - interviewsCandidateWidgetTab,
40607414000075070961742288181627|324573162https://staffing.epam.com/positions/800613798/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=4000741400005653128&position=800613798,1742288271680,4,Employee widget#Menu - interviewsCandidateWidgetTab,Employee widget#Menu - matchAndSkillsCandidateWidgetTab
87600000000006372571742411173489|895920494https://staffing.epam.com/positions/800606292/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=4060741400413603664&position=800606292,1742411383720,2,Employee widget#Menu - interviewsCandidateWidgetTab,
40607414003812730331742224169753|1623175047https://staffing.epam.com/positions/788697332/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=8760000000006257507&position=788697332,1742224176841,1,Employee widget#Menu - interviewsCandidateWidgetTab,
40607414004361310931742202337296|571205337https://staffing.epam.com/positions/794747394/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=4060741400411595602&position=794747394,1742231993080,1,Employee widget#Menu - interviewsCandidateWidgetTab,Employee widget#interview_card
40607414004312051811742554564224|2057564910https://staffing.epam.com/positions/798970835/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=4060741400431205181&position=798970835,1742554600791,2,Employee widget#Menu - interviewsCandidateWidgetTab,Employee widget#Menu - projectCandidateWidgetTab
40607414004312051811742554564224|2057564910https://staffing.epam.com/positions/798970835/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=4060741400431205181&position=798970835,1742554605514,4,Employee widget#Menu - interviewsCandidateWidgetTab,Employee widget#Menu - matchAndSkillsCandidateWidgetTab
87600000000002993851742464002231|1772981445https://staffing.epam.com/positions/787137095/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=8760000000000461270&position=787137095,1742465245428,2,Employee widget#Menu - interviewsCandidateWidgetTab,Employee widget#Menu - matchAndSkillsCandidateWidgetTab
40607414004118882091742222913626|1740588154https://staffing.epam.com/positions/798102545/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=4060741400414372341&position=798102545,1742222960796,4,Employee widget#Menu - interviewsCandidateWidgetTab,Employee widget#Menu - matchAndSkillsCandidateWidgetTab
40607414004782720711742385623059|2048862884https://staffing.epam.com/positions/799592909/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=8760000000007653128&position=799592909,1742385683013,1,Employee widget#Menu - interviewsCandidateWidgetTab,Employee widget#interview_card
40007414000136400191742570281371|908942139https://staffing.epam.com/positions/801236758/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=8760000000000688105&position=801236758,1742571585150,2,Employee widget#Menu - interviewsCandidateWidgetTab,Employee widget#interview_card
40607414000362699581742209674883|529344775https://staffing.epam.com/positions/787197892/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=4060741400396414652&position=787197892,1742209695943,2,Employee widget#Menu - interviewsCandidateWidgetTab,Employee widget#Menu - projectCandidateWidgetTab
40607414000382271611742209686270|408095707https://staffing.epam.com/positions/800672037/proposals?utm_source=trigger&utm_medium=referral&utm_campaign=employee_summary_link&utm_content=copied_link&widget=true&employee=4060741400438944535&position=800672037,1742209765644,1,Employee widget#Menu - interviewsCandidateWidgetTab,
